cust.id,cust.first_name,cust.last_name,cust.email,cust.gender,cust.ip_address,amt,date,withCreditCard,class
155237,Hollyanne,Maggi,hmaggi3@jigsy.com,Female,156.53.35.254,$400.91,7/5/2017,FALSE,F
155237,Hollyanne,Maggi,hmaggi3@jigsy.com,Female,156.53.35.254,$393.22,6/19/2017,FALSE,E
155237,Hollyanne,Maggi,hmaggi3@jigsy.com,Female,156.53.35.254,$281.44,6/11/2017,TRUE,K
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$393.19,5/20/2017,TRUE,B
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$495.25,5/25/2017,FALSE,K
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$260.83,6/1/2017,FALSE,I
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$421.38,5/9/2017,TRUE,A
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$413.52,7/24/2017,TRUE,A
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$455.72,7/22/2017,TRUE,J
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$114.01,6/3/2017,FALSE,B
150734,Arni,Fordy,afordy4@storify.com,Male,116.144.163.231,$137.65,5/3/2017,TRUE,F
651050,Tabbie,Wood,twood5@flickr.com,Male,46.242.252.140,$7.26,6/15/2017,FALSE,C
651050,Tabbie,Wood,twood5@flickr.com,Male,46.242.252.140,$85.80,6/19/2017,TRUE,J
651050,Tabbie,Wood,twood5@flickr.com,Male,46.242.252.140,$74.28,6/9/2017,FALSE,NA
651050,Tabbie,Wood,twood5@flickr.com,Male,46.242.252.140,$301.03,6/24/2017,FALSE,F
651050,Tabbie,Wood,twood5@flickr.com,Male,46.242.252.140,$491.99,5/30/2017,FALSE,F
651050,Tabbie,Wood,twood5@flickr.com,Male,46.242.252.140,$322.35,6/29/2017,TRUE,B
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$369.39,6/23/2017,FALSE,NA
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$257.90,5/14/2017,FALSE,B
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$282.58,5/29/2017,FALSE,J
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$464.25,6/16/2017,TRUE,J
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$8.71,7/8/2017,TRUE,A
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$319.26,5/3/2017,FALSE,B
9555740,Arluene,Fishlee,afishlee6@hubpages.com,Female,45.215.67.227,$402.90,5/29/2017,TRUE,F
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$375.17,5/8/2017,TRUE,M
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$154.40,7/6/2017,FALSE,D
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$408.16,6/21/2017,FALSE,I
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$276.60,5/26/2017,FALSE,F
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$299.23,5/31/2017,FALSE,J
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$320.53,7/17/2017,FALSE,NA
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$432.91,7/14/2017,TRUE,A
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$296.90,6/4/2017,FALSE,NA
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$313.05,7/6/2017,TRUE,D
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$260.20,6/3/2017,TRUE,A
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$425.04,7/21/2017,TRUE,I
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$175.73,6/7/2017,FALSE,A
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$73.77,5/2/2017,TRUE,L
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$439.30,6/11/2017,TRUE,B
2543399,Griswold,Aim,gaim7@smh.com.au,Male,27.155.183.162,$354.20,7/2/2017,TRUE,H
8644828,Leona,Keough,lkeough8@umich.edu,Female,7.130.28.126,$420.65,6/21/2017,FALSE,K
8644828,Leona,Keough,lkeough8@umich.edu,Female,7.130.28.126,$158.41,6/13/2017,FALSE,M
8644828,Leona,Keough,lkeough8@umich.edu,Female,7.130.28.126,$482.69,5/31/2017,FALSE,G
8644828,Leona,Keough,lkeough8@umich.edu,Female,7.130.28.126,$212.86,5/29/2017,TRUE,M
8644828,Leona,Keough,lkeough8@umich.edu,Female,7.130.28.126,$357.55,7/8/2017,TRUE,H
8644828,Leona,Keough,lkeough8@umich.edu,Female,7.130.28.126,$204.44,6/20/2017,FALSE,M
7381942,Dewey,McKain,dmckain9@cdc.gov,Male,140.19.243.52,$484.42,6/9/2017,TRUE,H
7381942,Dewey,McKain,dmckain9@cdc.gov,Male,140.19.243.52,$243.97,6/13/2017,FALSE,NA
7381942,Dewey,McKain,dmckain9@cdc.gov,Male,140.19.243.52,$275.50,6/18/2017,FALSE,G
7381942,Dewey,McKain,dmckain9@cdc.gov,Male,140.19.243.52,$467.47,5/28/2017,FALSE,D
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$360.32,7/4/2017,FALSE,E
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$489.43,6/4/2017,FALSE,J
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$269.88,7/11/2017,TRUE,NA
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$92.56,6/13/2017,FALSE,C
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$141.62,5/22/2017,TRUE,L
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$403.38,5/10/2017,TRUE,A
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$30.38,5/3/2017,FALSE,L
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$318.90,6/1/2017,FALSE,J
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$496.78,5/23/2017,FALSE,K
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$476.46,7/2/2017,TRUE,L
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$450.84,6/7/2017,TRUE,C
9370056,Chad,Saiz,csaiza@state.gov,Female,224.169.149.151,$470.86,6/14/2017,TRUE,NA
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$100.64,5/9/2017,TRUE,E
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$471.60,6/18/2017,TRUE,K
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$24.96,7/5/2017,FALSE,F
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$319.01,5/31/2017,FALSE,L
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$286.74,7/5/2017,FALSE,D
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$242.17,6/2/2017,TRUE,B
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$334.16,5/13/2017,FALSE,E
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$433.10,7/15/2017,FALSE,NA
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$412.30,6/26/2017,TRUE,A
6096337,Sergeant,Shalliker,sshallikerb@cloudflare.com,Male,163.192.96.65,$284.57,6/14/2017,TRUE,NA
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$338.83,5/30/2017,TRUE,G
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$292.05,7/2/2017,FALSE,E
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$151.60,6/5/2017,FALSE,C
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$226.00,5/11/2017,TRUE,M
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$223.94,5/1/2017,TRUE,D
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$107.68,6/22/2017,TRUE,I
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$300.50,5/20/2017,FALSE,B
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$18.10,6/18/2017,FALSE,NA
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$209.73,5/19/2017,TRUE,A
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$420.05,5/18/2017,TRUE,M
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$58.83,6/25/2017,FALSE,C
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$111.21,6/8/2017,TRUE,D
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$410.95,7/11/2017,TRUE,A
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$250.44,6/22/2017,FALSE,E
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$90.06,6/20/2017,TRUE,D
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$402.52,7/16/2017,FALSE,E
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$223.57,7/9/2017,TRUE,J
1413576,Emylee,Hulcoop,ehulcoopc@goo.gl,Female,12.195.232.255,$241.37,7/22/2017,TRUE,L
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$217.18,6/8/2017,TRUE,J
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$250.51,7/16/2017,TRUE,A
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$340.78,7/1/2017,TRUE,NA
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$190.06,5/21/2017,TRUE,L
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$32.05,7/3/2017,TRUE,G
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$163.77,5/15/2017,FALSE,G
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$212.02,5/24/2017,FALSE,M
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$486.09,5/28/2017,TRUE,K
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$234.24,5/27/2017,TRUE,J
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$46.52,7/20/2017,FALSE,A
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$340.81,6/15/2017,TRUE,G
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$243.68,6/1/2017,TRUE,NA
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$159.48,6/22/2017,TRUE,I
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$396.41,7/8/2017,FALSE,D
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$349.42,7/24/2017,FALSE,D
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$453.10,5/18/2017,TRUE,F
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$285.16,6/20/2017,FALSE,F
6995295,Guglielmo,Corter,gcorterd@unicef.org,Male,5.163.30.39,$451.23,7/24/2017,FALSE,NA
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$477.37,5/31/2017,FALSE,NA
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$262.58,7/16/2017,TRUE,A
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$122.05,6/5/2017,FALSE,J
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$418.34,7/20/2017,TRUE,H
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$241.65,6/27/2017,TRUE,NA
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$435.84,6/9/2017,FALSE,L
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$353.47,5/15/2017,TRUE,K
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$15.94,5/5/2017,FALSE,NA
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$237.85,5/4/2017,FALSE,I
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$130.27,6/9/2017,FALSE,H
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$35.71,7/9/2017,FALSE,L
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$85.47,5/6/2017,TRUE,J
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$213.56,7/20/2017,FALSE,M
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$38.49,6/8/2017,TRUE,M
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$418.19,6/3/2017,TRUE,M
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$273.60,7/18/2017,TRUE,F
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$252.60,6/9/2017,TRUE,NA
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$180.70,7/6/2017,FALSE,M
2653811,Gilbert,Mottershead,gmottersheade@indiegogo.com,Male,114.92.151.119,$288.44,5/24/2017,FALSE,I
6289894,Dasha,Brady,dbradyf@stanford.edu,Female,245.175.241.232,$390.46,7/12/2017,FALSE,G
6289894,Dasha,Brady,dbradyf@stanford.edu,Female,245.175.241.232,$281.21,5/25/2017,FALSE,D
6289894,Dasha,Brady,dbradyf@stanford.edu,Female,245.175.241.232,$340.48,5/7/2017,TRUE,G
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$336.79,6/17/2017,FALSE,A
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$171.32,7/10/2017,TRUE,J
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$461.51,7/2/2017,TRUE,NA
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$280.75,6/18/2017,TRUE,NA
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$394.02,6/19/2017,TRUE,F
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$83.63,5/17/2017,TRUE,NA
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$130.44,6/18/2017,TRUE,G
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$498.57,7/7/2017,FALSE,B
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$240.64,5/9/2017,FALSE,NA
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$300.14,6/6/2017,TRUE,G
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$110.57,6/23/2017,TRUE,G
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$475.62,6/28/2017,FALSE,D
8507769,Ingaberg,Shaughnessy,ishaughnessyg@naver.com,Female,51.59.122.37,$136.83,6/6/2017,TRUE,F
9030478,Bartlet,Rumbold,brumboldh@purevolume.com,Male,208.84.236.224,$42.73,7/22/2017,FALSE,L
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$171.67,6/25/2017,FALSE,M
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$60.11,7/22/2017,TRUE,NA
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$137.65,5/3/2017,TRUE,K
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$256.85,5/24/2017,TRUE,L
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$88.63,7/17/2017,FALSE,L
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$298.19,7/18/2017,TRUE,F
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$221.92,6/27/2017,TRUE,J
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$492.96,6/8/2017,TRUE,H
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$93.69,6/26/2017,FALSE,NA
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$193.83,7/7/2017,TRUE,C
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$95.10,6/16/2017,TRUE,D
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$120.30,5/9/2017,FALSE,NA
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$120.81,5/9/2017,TRUE,NA
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$77.31,5/24/2017,FALSE,K
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$249.60,5/10/2017,FALSE,L
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$17.47,7/15/2017,TRUE,M
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$452.05,6/5/2017,FALSE,K
3803342,Cliff,Barus,cbarusi@qq.com,Male,10.111.215.25,$393.82,5/30/2017,FALSE,D
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$257.10,5/30/2017,FALSE,I
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$180.75,6/23/2017,FALSE,L
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$43.27,7/5/2017,TRUE,L
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$259.73,5/20/2017,FALSE,B
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$181.98,6/15/2017,FALSE,E
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$285.06,6/19/2017,TRUE,L
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$466.18,5/12/2017,TRUE,F
8110503,Mirabella,Bunstone,mbunstonej@statcounter.com,Female,12.113.96.236,$308.77,5/10/2017,FALSE,J
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$132.31,6/26/2017,TRUE,H
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$286.44,6/8/2017,FALSE,B
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$419.64,5/14/2017,FALSE,D
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$393.34,5/26/2017,FALSE,M
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$488.27,5/9/2017,TRUE,J
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$346.54,5/22/2017,TRUE,J
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$181.61,5/3/2017,TRUE,J
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$91.23,5/28/2017,FALSE,NA
9907096,Garrek,Rookesby,grookesbyk@berkeley.edu,Male,241.129.171.50,$63.07,5/5/2017,FALSE,A
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$253.94,7/9/2017,TRUE,K
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$480.69,6/13/2017,FALSE,J
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$54.65,7/7/2017,FALSE,H
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$22.00,5/16/2017,TRUE,E
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$303.28,6/21/2017,FALSE,A
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$231.15,7/14/2017,FALSE,NA
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$325.99,5/22/2017,FALSE,K
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$407.94,5/13/2017,TRUE,E
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$347.52,7/10/2017,FALSE,D
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$273.24,7/4/2017,FALSE,B
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$54.84,5/9/2017,TRUE,M
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$471.18,7/6/2017,TRUE,F
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$351.61,5/3/2017,TRUE,H
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$337.20,6/17/2017,TRUE,L
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$72.54,7/5/2017,TRUE,B
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$164.87,5/3/2017,TRUE,B
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$14.59,6/23/2017,TRUE,L
292683,Lawry,Drable,ldrablel@is.gd,Male,227.119.92.80,$419.45,6/26/2017,FALSE,F
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$197.33,6/27/2017,TRUE,NA
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$45.27,5/18/2017,FALSE,D
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$189.58,7/12/2017,FALSE,NA
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$491.78,5/12/2017,TRUE,C
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$12.84,7/23/2017,FALSE,D
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$386.18,7/22/2017,FALSE,L
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$43.11,6/28/2017,FALSE,L
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$248.58,5/31/2017,TRUE,A
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$105.37,6/22/2017,TRUE,B
3548520,Nerta,Douglas,ndouglasm@mapquest.com,Female,124.205.192.130,$275.85,5/5/2017,FALSE,F
